city,area_sqft,bedrooms,bathrooms,parking,building_age,near_metro,gym,pool,price
Delhi,3444,2,2,1,2,1,1,0,48551398
Pune,6641,2,4,0,28,1,1,1,65418273
Pune,6755,4,1,1,23,0,1,0,65867434
Pune,2423,5,2,0,3,0,0,1,26637334
Mumbai,816,1,2,1,8,0,1,0,16262371
Delhi,2388,4,1,1,12,1,1,0,34132685
Pune,5764,2,4,1,5,0,0,1,58036127
Pune,3215,4,1,0,9,0,1,0,33041604
Bangalore,5285,4,2,0,19,1,0,1,50782353
Bangalore,2381,1,4,0,19,1,0,0,23463368
Bangalore,6549,1,3,0,25,1,1,0,60995949
Chennai,4398,1,4,1,20,1,1,1,36433070
Pune,4613,5,4,1,12,1,0,1,48782164
Chennai,1678,4,3,1,22,0,1,1,15640821
Delhi,4355,4,4,1,13,0,0,1,59719583
Mumbai,6125,5,2,0,11,1,1,1,114615298
Pune,5373,2,2,1,22,1,1,0,52877106
Mumbai,4955,3,2,1,12,0,0,1,91139200
Bangalore,831,2,2,1,9,0,0,1,9874567
Pune,6537,5,3,0,6,0,1,1,66704301
Hyderabad,1027,4,2,0,4,1,0,1,12031666
Chennai,2559,4,4,0,11,1,1,1,23535453
Chennai,1598,1,1,1,28,1,1,1,13620089
Pune,711,1,3,0,24,1,0,1,7966305
Bangalore,2214,4,3,0,1,0,0,0,22353873
Chennai,3188,4,1,1,7,0,0,1,27298022
Bangalore,2830,6,2,0,25,1,1,0,28985541
Delhi,3766,1,2,1,7,0,1,0,50169849
Mumbai,5649,1,4,1,18,1,0,0,103746443
Hyderabad,1532,2,2,0,4,0,0,0,13699876
Mumbai,1832,4,2,1,29,1,1,1,36736405
Mumbai,5929,4,4,1,7,1,1,1,111976015
Delhi,2340,5,2,1,9,0,0,0,33220235
Chennai,6391,2,1,1,12,0,0,1,48954812
Hyderabad,6323,3,2,0,8,0,1,0,53363867
Chennai,5186,3,1,1,6,0,1,0,40620819
Pune,6310,3,1,0,19,0,0,0,61454161
Mumbai,2638,6,1,1,19,1,1,0,51383664
Pune,5051,1,2,1,18,1,1,0,49996652
Bangalore,4591,3,2,1,10,1,1,1,44990423
Mumbai,943,5,3,1,7,0,0,1,20313175
Chennai,4674,1,4,1,21,1,1,1,38489746
Mumbai,1998,1,4,1,15,0,0,1,37767906
Bangalore,1426,3,3,1,9,0,1,1,16225478
Delhi,6746,1,1,0,5,0,1,0,88404679
Pune,1122,2,4,0,9,1,0,1,13550006
Pune,1979,2,3,0,9,1,0,0,20935199
Chennai,3537,3,1,1,24,0,1,1,28883850
Mumbai,3885,5,3,0,26,1,0,0,72561000
Chennai,3818,1,2,1,18,1,0,0,30779303
Delhi,733,4,2,0,3,0,0,0,11498342
Mumbai,2117,3,1,0,18,0,1,0,39257857
Mumbai,3191,6,1,1,2,1,0,0,62297487
Chennai,2530,1,2,1,16,1,1,0,20945350
Chennai,886,3,4,1,13,0,0,1,10214186
Bangalore,2134,3,4,1,9,1,0,1,23131692
Delhi,4633,5,2,1,5,1,1,0,64684833
Bangalore,1684,4,4,0,15,1,1,0,18716752
Pune,6081,1,2,1,8,0,0,1,59231248
Mumbai,2467,3,3,1,20,0,1,0,45884500
Chennai,6068,3,3,1,11,0,1,1,48362334
Mumbai,740,1,3,0,11,1,0,0,15537022
Mumbai,5645,3,4,1,27,0,0,1,103372943
Hyderabad,6267,3,3,0,13,0,1,0,53857601
Pune,1061,3,1,0,25,1,0,1,12049828
Hyderabad,2499,2,1,0,1,1,1,1,22862185
Mumbai,5401,2,3,0,9,1,1,1,101119983
Chennai,2429,4,1,1,3,1,1,0,21836834
Mumbai,6941,5,3,1,27,0,0,1,128402339
Pune,5400,1,3,1,5,0,1,1,53347487
Hyderabad,6797,5,2,1,29,1,0,0,58797196
Chennai,3279,5,3,0,22,0,1,0,26774849
Mumbai,2175,2,1,0,27,0,1,0,39796373
Delhi,3015,4,4,1,28,1,1,1,43340510
Pune,6692,5,3,1,12,1,0,0,67026305
Pune,2177,5,2,1,22,1,0,1,24822741
Delhi,4641,3,1,0,13,0,1,1,62956761
Mumbai,4246,1,2,0,3,0,1,1,78019678
Pune,3856,4,3,0,9,0,0,1,39955660
Chennai,2151,1,3,1,9,0,1,1,18311312
Mumbai,4677,2,3,0,4,0,0,0,85757757
Mumbai,4341,5,3,0,28,0,1,0,80539006
Hyderabad,6916,5,1,0,3,1,1,0,60603237
Pune,2941,6,4,1,11,1,0,0,32933578
Pune,6405,1,3,0,25,1,0,0,61433361
Delhi,5385,2,2,1,21,1,0,0,72003235
Hyderabad,1094,6,1,1,26,0,1,0,11314318
Hyderabad,6701,6,1,1,13,1,1,1,59433579
Pune,3112,3,1,0,6,1,0,1,33132230
Mumbai,4596,6,2,1,1,1,1,1,88613966
Hyderabad,6859,6,4,0,13,1,1,1,62270248
Delhi,1996,3,2,0,9,0,1,1,28829193
Hyderabad,4055,5,2,1,27,0,0,0,35462549
Delhi,5361,5,2,1,15,0,0,0,72034712
Hyderabad,5266,4,3,1,2,1,1,0,47468842
Delhi,3858,6,3,0,26,1,1,1,54669860
Hyderabad,2101,1,2,1,7,0,1,0,18509037
Hyderabad,1414,5,2,0,22,1,0,1,14482199
Chennai,2344,2,3,1,27,1,0,1,20084447
Delhi,2495,1,3,0,16,0,0,0,33510903
Delhi,594,4,4,1,3,1,0,1,12432904
Delhi,992,6,2,1,20,1,0,1,16901226
Bangalore,3569,3,1,0,29,1,1,0,33160347
Hyderabad,649,4,4,1,18,1,1,0,9222721
Delhi,1546,1,1,1,14,1,0,0,21644041
Pune,3303,3,4,1,19,1,0,0,34164500
Bangalore,5834,2,2,1,25,1,0,1,54620754
Chennai,898,3,1,0,9,1,0,0,8385512
Delhi,6774,3,3,0,29,1,1,0,90207338
Delhi,5450,2,4,0,9,1,1,0,73450690
Bangalore,6791,5,1,0,22,0,1,0,62989609
Hyderabad,4976,5,4,0,23,0,1,1,44383899
Pune,1051,3,2,1,11,0,0,1,13042184
Chennai,794,3,1,0,8,0,0,1,7422998
Delhi,1643,4,1,1,14,1,0,0,23649770
Hyderabad,955,5,1,0,28,0,1,0,10255697
Pune,2053,2,4,1,17,0,1,1,21612510
Pune,668,6,3,0,19,0,1,1,10709469
Chennai,5305,6,3,1,0,0,1,0,44388587
Mumbai,2446,3,3,0,2,0,1,1,47091748
Pune,6615,3,2,1,7,1,0,0,66002683
Mumbai,6680,6,1,1,6,0,1,0,123830001
Pune,6317,4,3,1,14,1,1,1,64668790
Chennai,5880,4,3,1,7,1,1,1,48609091
Bangalore,6874,4,1,1,14,1,0,0,65030435
Chennai,753,1,2,0,26,1,1,0,7143560
Chennai,2876,2,4,1,21,0,1,1,23468463
Bangalore,1820,1,4,1,4,1,0,1,19526990
Bangalore,6653,3,4,1,11,1,0,1,63374725
Hyderabad,3383,4,1,0,11,1,0,0,29879900
Pune,4107,4,2,1,25,0,1,1,41381177
Hyderabad,2625,6,1,1,8,1,1,1,27160300
Bangalore,3996,6,4,0,20,0,1,1,40258587
Mumbai,2740,4,3,0,8,0,1,0,51915545
Mumbai,900,5,3,1,14,1,0,0,20215495
Chennai,2656,6,3,1,14,1,0,0,23893284
Delhi,6542,2,4,0,28,1,0,0,87069714
Chennai,6906,1,2,1,19,1,0,0,53635204
Chennai,2876,2,4,1,11,0,1,1,24234580
Delhi,862,6,1,1,4,1,0,0,14838474
Pune,4438,4,2,0,0,0,1,1,46089426
Bangalore,4351,3,3,1,21,0,1,0,41107195
Mumbai,3912,5,2,1,18,0,0,0,72627478
Chennai,2806,6,2,0,10,0,1,0,24536538
Delhi,5954,2,4,0,25,1,1,1,80693587
Hyderabad,584,3,2,0,17,0,1,0,6895447
Chennai,6141,6,4,1,5,0,0,1,51594888
Mumbai,2324,4,1,1,16,1,1,1,45954012
Bangalore,4385,4,2,0,13,1,1,0,42598704
Chennai,807,4,2,1,11,1,1,1,10277879
Chennai,4857,4,2,0,24,1,0,1,39490864
Pune,2421,6,3,1,4,0,1,0,27536617
Delhi,1130,5,4,1,6,0,1,1,20069396
Hyderabad,5275,5,4,1,26,0,1,0,45867930
Hyderabad,5460,2,3,1,25,0,0,0,46156217
Bangalore,2871,6,4,1,15,0,0,1,30172486
Mumbai,3800,4,1,1,24,0,0,1,70523152
Bangalore,6321,5,3,0,8,1,1,1,61089429
Chennai,6447,6,4,1,28,1,1,1,53097675
Chennai,4167,3,1,0,22,0,1,0,31806839
Hyderabad,1226,5,4,1,14,0,1,0,13334618
Mumbai,5856,5,3,0,3,0,1,1,109494953
Delhi,2148,2,4,0,19,0,0,0,29603393
Mumbai,4812,5,1,1,22,0,0,1,88967957
Chennai,1769,3,1,1,23,1,1,0,15931924
Delhi,5043,4,1,1,6,1,0,1,68865478
Mumbai,818,1,4,0,26,1,0,1,16613235
Mumbai,3975,2,3,1,13,0,1,1,73795214
Delhi,6505,3,4,1,29,0,1,1,87368356
Chennai,6680,2,2,1,25,1,0,0,51337262
Mumbai,3278,6,3,1,3,0,0,0,63231165
Delhi,3558,4,2,0,3,0,1,1,50025788
Pune,5653,5,4,1,23,0,1,1,57497978
Pune,4634,6,3,0,27,0,1,0,47158307
Chennai,2102,5,2,0,13,1,0,1,19459389
Delhi,2756,3,4,1,24,0,0,0,38467097
Pune,1329,4,3,1,6,1,1,1,17461052
Delhi,1355,1,1,0,14,0,1,1,18657792
Mumbai,3148,1,1,1,11,1,1,0,58573404
Chennai,2358,5,1,0,13,1,1,0,20788107
Pune,1602,6,2,0,12,0,1,0,18275500
Mumbai,6096,4,2,1,29,1,0,0,111737241
Bangalore,2981,4,4,1,18,1,0,1,30857344
Bangalore,2320,3,1,1,11,1,1,1,23942748
Chennai,5437,6,2,0,15,1,1,0,44331207
Pune,2579,1,1,0,25,1,1,0,25564579
Pune,3658,3,4,1,15,0,0,1,37953718
Pune,2940,2,3,1,0,1,1,1,32548446
Delhi,4184,4,2,0,14,0,0,1,56219584
Mumbai,1755,1,2,0,4,1,0,0,33446938
Pune,3457,3,3,1,5,1,1,0,37011136
Mumbai,4151,5,2,0,26,0,1,1,77157835
Chennai,2739,2,4,1,24,1,1,0,23452019
Pune,2439,3,2,0,20,1,1,1,25651171
Chennai,769,5,2,1,16,1,1,1,10608128
Pune,6720,1,3,1,10,0,0,0,65630048
Bangalore,5330,1,4,0,26,0,0,1,48542697
Hyderabad,4564,2,1,0,3,1,1,0,39204370
Chennai,5479,5,1,1,17,0,1,1,44229868
Pune,6927,4,3,1,19,1,1,1,69370009
Hyderabad,4275,1,4,1,13,0,1,0,36741915
Chennai,1612,6,3,1,22,0,1,1,16696494
Delhi,1148,4,3,0,8,0,0,1,17994275
Pune,1679,4,1,1,27,1,0,1,18381516
Delhi,6893,3,4,0,2,0,0,1,93572696
Bangalore,2642,3,4,0,2,1,0,1,27382099
Pune,516,1,3,1,10,0,1,1,6978466
Bangalore,616,4,1,0,19,1,1,1,8682544
Hyderabad,5578,3,4,0,22,1,1,0,48772100
Chennai,6976,5,3,1,21,0,0,1,54958835
Mumbai,6442,5,2,1,29,0,0,0,117635449
Bangalore,2045,5,1,1,4,1,1,1,23586047
Mumbai,3651,5,4,1,3,1,0,0,71027450
Mumbai,3193,4,4,1,11,0,1,1,60971658
Chennai,4589,5,4,0,23,0,1,0,38073357
Hyderabad,6759,4,1,1,11,1,1,1,59106261
Chennai,5558,1,3,1,3,1,1,0,45276481
Pune,1776,1,2,0,2,1,0,1,20045932
Bangalore,3740,5,4,1,22,1,1,1,37896991
Mumbai,5442,5,1,1,1,0,1,1,101210063
Chennai,6959,5,4,1,3,0,1,1,57719998
Chennai,4288,1,3,0,23,0,1,1,33256257
Chennai,871,3,2,1,3,0,1,1,10044157
Bangalore,3307,1,4,1,25,0,0,1,30791569
Hyderabad,6202,5,1,1,27,0,1,0,52511659
Chennai,655,3,3,1,6,1,1,0,9250500
Bangalore,3161,3,2,1,1,0,0,1,31697033
Mumbai,964,2,1,0,10,1,1,0,19780982
Pune,5378,4,4,1,4,0,1,0,54250801
Delhi,5399,5,1,1,27,0,1,1,73027729
Bangalore,4815,4,2,1,12,1,1,0,46474621
Delhi,6658,2,3,1,3,0,1,1,89795105
Chennai,2273,4,3,1,8,1,1,1,21377196
Chennai,616,5,4,0,6,1,1,1,10163144
Bangalore,6974,2,4,0,29,1,0,0,65023152
Delhi,2603,4,4,1,24,0,1,1,37168433
Chennai,1874,1,4,1,26,1,1,0,16472236
Mumbai,3703,3,2,0,28,1,1,1,69522463
Hyderabad,6614,2,4,0,12,1,0,1,57256140
Hyderabad,4903,1,1,0,9,1,1,0,42506128
Chennai,4046,5,2,1,6,1,1,1,34582950
Delhi,4477,3,2,0,17,0,1,1,61028442
Pune,4817,2,4,1,27,0,0,1,46927357
Chennai,1696,3,2,1,17,0,1,0,13990642
Pune,3911,6,1,0,1,1,0,1,42398948
Pune,1296,6,2,1,20,0,0,0,15796162
Delhi,6125,2,2,1,0,0,1,1,82967417
Pune,4392,2,1,0,12,1,1,0,43622422
Mumbai,650,4,1,1,22,1,0,0,14573840
Delhi,6316,3,2,0,1,0,1,1,85145376
Chennai,3749,6,3,0,3,0,0,0,31566112
Mumbai,6152,6,2,0,8,0,1,1,114729075
Bangalore,611,3,1,1,7,1,0,1,8869638
Hyderabad,1182,6,1,0,25,0,0,1,12480967
Chennai,1661,1,1,0,17,0,1,0,12314787
Chennai,2879,6,3,1,29,0,0,0,24584546
Chennai,6161,6,1,0,15,0,1,0,49545774
Mumbai,5488,5,4,1,3,1,0,1,104795636
Bangalore,5926,1,4,1,3,0,0,1,55876809
Delhi,660,4,3,0,17,1,1,1,12315480
Bangalore,1925,2,1,0,1,0,0,1,19596634
Mumbai,4161,6,1,1,20,1,0,0,78883339
Chennai,777,4,4,0,10,0,1,0,9195419
Hyderabad,3891,4,4,1,19,0,0,0,35253989
Chennai,2056,1,2,0,23,1,0,0,16731723
Delhi,5092,2,3,1,3,0,0,0,68004011
Pune,5991,5,2,0,23,0,0,0,59612436
Hyderabad,2415,4,3,0,13,1,0,0,22818109
Chennai,5250,5,1,1,20,1,1,0,42300078
Hyderabad,3607,2,1,0,16,1,1,1,31179123
Pune,802,2,3,0,29,0,1,1,9149890
Bangalore,5033,1,2,1,29,0,0,0,45548397
Mumbai,3273,3,4,1,24,1,1,0,62179880
Chennai,4781,6,3,1,7,1,0,0,40792791
Delhi,3745,1,3,0,0,1,1,1,52300420
Bangalore,6185,5,3,0,27,0,1,0,58594076
Chennai,5268,1,1,1,18,0,0,0,39316960
Bangalore,5869,2,3,1,18,1,1,0,55188316
Delhi,1500,4,1,0,20,1,0,0,21534764
Chennai,4334,6,4,1,6,1,0,0,37277466
Pune,4506,6,4,1,0,1,0,0,47708865
Pune,6922,3,2,1,0,0,0,1,68108943
Delhi,5278,2,1,0,9,1,1,1,71683020
Hyderabad,2218,6,4,0,12,1,0,1,24080455
Delhi,4330,6,4,1,21,0,0,1,60363522
Hyderabad,5520,4,2,0,29,1,0,1,47324310
Chennai,3681,5,2,0,4,1,0,1,31863245
Hyderabad,3382,5,2,1,11,0,1,0,31079543
Chennai,1498,5,1,0,27,1,0,1,13953546
Chennai,784,1,3,1,28,1,1,0,8177818
Mumbai,920,5,1,0,2,1,1,1,21070472
Chennai,2660,5,2,1,28,0,0,0,21995378
Hyderabad,3565,1,3,1,18,1,1,1,31250295
Mumbai,2775,4,4,1,3,0,0,0,52944900
Mumbai,1994,2,1,0,14,0,0,1,36783099
Chennai,4384,6,2,1,12,0,0,1,37176268
Delhi,5123,3,2,0,10,1,1,0,69652936
Delhi,3043,6,3,1,25,0,0,1,42492760
Pune,4626,5,1,0,1,0,1,1,47515622
Mumbai,4757,5,4,1,28,1,0,1,89605283
Chennai,2341,6,4,1,8,0,0,0,21204728
Delhi,5300,6,3,0,28,0,0,0,71450278
Chennai,1221,5,3,1,11,0,1,0,12174775
Chennai,1901,1,4,1,3,1,0,0,17001734
Mumbai,945,1,3,0,25,0,1,1,18313041
Pune,3291,1,3,0,18,0,0,0,31761583
Mumbai,5022,3,1,1,9,1,1,1,93288017
Bangalore,4267,2,3,1,10,1,0,1,40938805
Delhi,3051,5,2,0,6,0,0,1,43296226
Delhi,6146,4,2,1,12,1,1,1,84492094
Delhi,2467,6,2,1,8,0,0,0,35859373
Hyderabad,4388,6,3,0,11,1,0,1,41226102
Chennai,5316,5,4,1,28,0,0,1,43583419
Mumbai,3231,5,2,1,1,1,1,1,62984929
Delhi,6397,5,1,0,29,0,1,0,85214823
Bangalore,3129,6,3,1,21,0,1,1,32763337
Delhi,2464,5,4,1,20,1,1,1,36903444
Pune,1557,6,4,1,0,1,0,1,20942239
Chennai,6640,2,3,1,26,1,0,1,52151937
Chennai,5331,4,3,1,6,1,1,1,44471852
Mumbai,1257,1,1,0,0,1,0,0,24809288
Hyderabad,2295,4,3,1,25,0,1,0,21850740
Mumbai,2143,5,3,1,24,0,0,1,41790844
Delhi,5349,4,4,0,15,1,1,1,74513539
Pune,523,5,2,1,3,0,1,1,9145893
Bangalore,1739,4,2,1,29,0,1,0,17855162
Mumbai,4650,3,4,1,7,1,0,1,87979783
Hyderabad,3597,4,3,0,16,0,1,1,32131780
Mumbai,1804,1,1,1,20,1,1,1,34276442
Chennai,6970,1,2,0,18,0,0,1,52440383
Delhi,5565,4,3,0,3,0,0,1,75665123
Delhi,6829,6,2,1,27,1,0,1,93015832
Delhi,3042,6,4,0,3,0,1,0,43989129
Delhi,4212,6,2,0,7,1,0,1,59416286
Delhi,4455,4,4,0,9,0,1,1,61019092
Delhi,5029,6,4,0,25,0,0,1,69289334
Bangalore,4803,2,4,1,28,0,1,0,45472231
Hyderabad,4728,4,1,1,15,1,1,1,42280692
Delhi,5958,1,3,1,18,1,1,0,79655586
Hyderabad,5815,6,4,1,0,0,0,0,52193305
Pune,5881,3,4,0,4,1,1,0,59255051
Delhi,1805,6,2,1,1,1,1,1,29062122
Mumbai,4964,1,3,1,28,1,1,1,91629067
Delhi,3674,2,1,0,26,0,0,0,47546390
Chennai,5802,4,1,1,15,1,0,1,46701104
Bangalore,4128,6,2,0,12,1,0,1,41386022
Mumbai,6887,3,1,1,29,1,1,1,126884128
Mumbai,1281,1,2,1,5,1,1,0,25859052
Chennai,1066,3,3,1,3,1,0,0,11752190
Delhi,5122,5,2,0,24,1,1,1,70616956
Bangalore,4632,1,2,1,6,1,0,1,44717312
Mumbai,4773,5,4,1,1,1,0,1,91842252
Bangalore,1138,3,1,0,22,1,0,0,12154641
Mumbai,4200,4,3,1,9,1,0,1,80091217
Delhi,4667,4,3,1,13,0,0,0,62776760
Pune,2899,4,4,0,7,0,0,0,30149148
Mumbai,3170,5,2,0,2,0,0,0,59967278
Pune,1672,4,3,1,2,0,1,1,19268813
Mumbai,2220,2,3,0,26,0,1,1,41363658
Hyderabad,604,1,2,0,1,1,0,0,6814040
Delhi,2182,1,2,0,27,1,1,1,29900599
Chennai,4816,3,3,1,16,1,0,1,39316728
Pune,2349,6,2,1,18,1,1,1,27682554
Chennai,1362,5,1,0,9,0,0,0,13160399
Delhi,3945,1,3,0,11,0,1,1,53808744
Chennai,3065,5,2,1,26,1,0,1,26214293
Delhi,798,3,3,0,22,1,1,0,13218045
Chennai,3408,4,3,0,10,0,0,0,28453332
Pune,4637,6,4,1,8,1,0,0,49320569
Hyderabad,1270,3,1,1,29,1,1,1,12747647
Chennai,3039,2,1,1,24,0,0,1,23460268
Pune,1962,4,4,0,12,1,0,1,23364275
Mumbai,4354,4,4,0,5,1,0,0,83043553
Delhi,3618,4,3,0,13,1,1,1,50948959
Bangalore,2632,3,1,1,21,0,1,0,24437921
Bangalore,2209,2,4,0,10,0,1,1,22625901
Delhi,1490,6,2,1,4,0,1,1,23408047
Hyderabad,1210,5,3,1,1,0,1,1,14290456
Chennai,4804,3,1,0,6,0,0,1,38371559
Hyderabad,5867,1,3,1,16,0,0,1,49743788
Bangalore,5830,1,3,0,5,0,1,0,53688823
Pune,538,3,2,0,13,1,1,1,8793753
Delhi,1775,5,2,1,3,0,1,1,27573299
Delhi,6422,1,4,0,2,1,0,0,86390506
Hyderabad,5357,5,2,1,10,0,0,1,46911485
Pune,1936,4,1,1,28,1,1,0,21475211
Hyderabad,3493,3,4,1,0,1,1,1,33586335
Chennai,1969,4,1,0,13,0,1,0,16651463
Mumbai,2599,1,1,0,5,1,0,0,47598753
Pune,873,5,4,0,28,0,1,0,11182832
Mumbai,5526,4,2,1,22,1,1,1,103465836
Chennai,4751,1,3,1,26,1,0,0,37415759
Mumbai,4525,2,2,0,16,1,1,1,84724662
Bangalore,6161,4,1,1,26,0,1,1,57753855
Mumbai,1613,2,1,0,16,1,1,0,30355021
Chennai,3226,2,4,0,22,1,0,0,27060686
Mumbai,2898,6,1,0,10,0,0,1,55871331
Delhi,6712,1,4,0,27,0,0,0,88381837
Hyderabad,3734,3,4,1,21,1,0,0,33565681
Bangalore,1765,5,2,0,6,0,1,1,19897273
Delhi,3623,1,1,1,12,0,0,0,46919663
Delhi,1153,6,2,1,7,0,0,0,19120317
Chennai,4658,6,3,0,7,0,0,0,39216128
Hyderabad,1008,4,2,0,8,1,0,0,11871196
Hyderabad,2839,5,1,1,28,0,1,1,25844190
Pune,3662,6,3,0,24,1,0,0,38927893
Bangalore,2187,3,1,1,6,0,0,1,22334760
Chennai,6043,1,3,1,24,0,0,1,46140577
Bangalore,6288,3,1,1,21,0,0,1,58064714
Pune,1888,4,2,1,8,1,0,0,21070984
Mumbai,2697,1,1,0,10,1,1,1,50591116
Delhi,4411,4,4,0,1,1,0,1,62294207
Bangalore,5890,5,4,0,26,1,0,0,56805864
Delhi,3428,5,2,1,17,0,1,1,47412845
Chennai,6200,3,2,0,29,1,0,0,48593462
Mumbai,5735,3,3,1,21,0,1,0,104666815
Chennai,5299,5,2,1,2,1,1,1,44219885
Mumbai,1015,2,4,1,17,0,1,0,20417211
Mumbai,4158,5,2,0,15,1,1,1,79566216
Delhi,6533,1,4,0,7,0,1,0,86735899
Chennai,2333,4,2,1,22,0,1,1,20026400
Chennai,5860,5,4,0,7,1,0,1,49457291
Bangalore,529,5,3,1,5,1,1,0,9943623
Chennai,3714,6,1,0,24,0,0,1,30732659
Bangalore,825,4,1,0,24,0,1,1,8919550
Hyderabad,4266,6,4,0,1,1,0,0,39748387
Hyderabad,4611,4,2,1,15,0,1,0,39708693
Hyderabad,610,1,2,0,25,1,0,0,5851774
Pune,606,4,1,0,20,0,1,1,8023276
Chennai,2926,3,4,1,8,1,0,0,25305856
Pune,6805,5,2,0,18,1,0,1,68125453
Chennai,4878,4,1,1,20,1,0,0,39393523
Bangalore,4864,1,4,0,14,0,1,1,46354827
Pune,3031,4,3,1,23,1,0,0,32154816
Pune,3644,5,2,1,1,1,1,1,40409012
Pune,5816,2,2,0,14,1,0,0,57562826
Mumbai,5862,4,4,1,21,1,1,0,109341719
Bangalore,5193,3,1,1,10,1,1,0,49384531
Hyderabad,1298,5,4,0,19,0,0,0,14107412
Bangalore,5878,1,1,0,11,0,0,0,52579579
Mumbai,5768,5,4,0,14,0,1,0,106770552
Chennai,6486,6,3,0,15,1,1,1,53553123
Bangalore,2937,2,2,1,29,0,1,0,26759914
Pune,2511,1,1,1,27,1,0,0,25184539
Hyderabad,925,2,3,0,5,0,0,0,9759074
Hyderabad,3544,2,4,0,2,0,0,0,31173304
Chennai,6321,3,1,0,5,0,0,1,49901330
Bangalore,3788,4,1,0,22,0,0,0,35122724
Mumbai,3414,3,3,1,25,1,0,1,65019901
Chennai,6729,3,4,1,2,0,0,1,54316891
Bangalore,1739,6,3,1,20,0,1,0,19361284
Delhi,3891,3,4,1,12,1,1,1,54696431
Hyderabad,4713,1,3,1,11,0,0,1,40669975
Mumbai,4497,4,3,0,7,0,0,0,83803845
Pune,3506,4,3,0,1,1,0,0,37655801
Mumbai,3539,1,3,1,6,0,1,1,66345374
Pune,1098,3,4,1,28,0,1,1,13584643
Mumbai,2587,3,2,0,16,1,0,1,49250123
Hyderabad,1684,2,3,1,6,1,1,1,17576681
Pune,3250,2,4,1,0,0,0,1,34164636
Bangalore,3084,6,2,1,3,0,1,0,32259660
Pune,5259,5,1,1,14,0,0,0,52274281
Chennai,6738,2,1,0,3,1,1,0,52466132
Bangalore,4013,4,3,1,11,1,0,1,40928897
Chennai,6177,1,1,1,15,0,1,1,47824044
Mumbai,5245,3,3,1,20,1,1,1,98656959
Bangalore,4554,5,3,1,17,1,0,1,45789061
Mumbai,6085,2,2,1,13,0,0,0,110437647
Delhi,4883,5,1,0,13,1,0,0,67092235
Mumbai,4436,1,3,0,27,1,1,1,82143486
Mumbai,2199,1,1,0,10,1,0,0,40938380
Chennai,5007,5,2,1,27,1,0,0,40172098
Pune,3075,5,1,1,15,0,0,1,31868607
Delhi,5637,6,2,0,14,1,0,1,77476063
Mumbai,635,5,2,0,21,0,1,1,14097083
Mumbai,2525,3,2,1,5,0,0,0,48322523
Delhi,4035,4,3,1,29,0,0,0,54619943
Delhi,5354,2,4,0,23,0,1,1,71881103
Bangalore,5867,2,3,1,12,1,0,0,54854101
Chennai,3390,2,1,1,25,0,0,1,25575258
Delhi,3257,5,3,0,27,0,0,0,45030968
Delhi,5620,5,3,1,16,1,0,0,76304925
Hyderabad,4273,6,4,1,3,1,0,0,40430261
Pune,880,5,1,1,11,1,0,1,12966634
Delhi,2028,6,2,0,17,0,0,1,30338126
Chennai,5401,6,2,1,26,0,1,1,43355914
Pune,5071,3,1,1,7,1,1,0,50963680
Pune,4128,3,3,0,11,1,0,1,42371359
Mumbai,5549,3,4,1,3,0,0,0,102243097
Mumbai,1348,3,4,1,29,1,1,0,26519689
Mumbai,5492,1,1,1,7,1,0,1,100828282
Mumbai,4627,3,1,0,28,0,1,0,83975471
Hyderabad,2427,3,3,0,1,1,1,0,24248018
Delhi,2665,3,4,1,28,1,0,0,36757266
Mumbai,4786,6,1,0,29,1,1,0,88664492
Bangalore,6366,2,3,0,3,1,1,0,60372123
Mumbai,6369,2,3,0,11,1,0,1,117841212
Delhi,2621,2,1,0,24,1,0,1,35222401
Mumbai,5218,4,4,0,20,0,0,1,97489135
Hyderabad,5722,1,2,0,21,0,0,0,47683177
Chennai,3418,6,3,0,9,1,0,1,31327126
Chennai,5181,5,2,0,14,0,0,0,41724837
Delhi,972,6,3,0,27,1,0,0,15646427
Chennai,2287,3,4,1,8,0,0,0,20197071
Chennai,613,2,2,0,8,1,0,0,6319863
Bangalore,5998,6,1,0,6,0,0,1,57963025
Delhi,1836,1,3,1,26,1,0,0,25730139
Delhi,6973,3,1,1,1,1,1,1,94399523
Chennai,838,4,1,1,6,1,1,1,10539682
Chennai,2785,5,4,1,8,0,1,1,26174738
Chennai,1696,3,1,0,17,0,0,1,13840447
Pune,578,5,3,0,22,0,0,0,8549941
Hyderabad,5059,6,1,0,11,1,1,0,45374735
Mumbai,6517,3,1,1,6,0,1,0,119477373
Hyderabad,3152,4,3,0,18,0,1,0,28080931
Delhi,6583,6,1,0,21,1,1,1,89923562
Bangalore,5157,1,4,1,23,1,1,0,48190529
Mumbai,4880,5,3,1,15,0,1,0,91189352
Bangalore,4818,5,4,1,25,1,0,0,46884958
Pune,3140,1,1,1,7,0,1,0,31308183
Delhi,5885,5,2,1,29,1,1,1,79591940
Pune,6286,6,4,0,18,1,0,0,64314877
Delhi,1756,2,4,1,5,0,0,0,25900792
Bangalore,1327,1,1,1,1,1,1,1,14782223
Bangalore,6879,4,2,0,29,1,0,0,64662958
Bangalore,3218,3,3,0,1,1,1,0,33341164
Delhi,5423,3,2,0,28,1,1,0,73059757
Chennai,3310,1,3,1,7,1,0,0,27523009
Bangalore,3885,2,1,1,26,1,0,1,36114170
Pune,6556,6,2,0,9,1,0,1,66508283
